Tabela,Característica,Universo,APOND,Código,Categoria,Contagem agregada,Percentual bruto (%),Percentual no domínio aplicável (%),Fora do domínio aplicável?,Denominador observado,Denominador no domínio aplicável,Regra do domínio aplicável
E01,Circulação da via,Domicílios,3509502002,V05001,"Caminhão, ônibus",6995.0,89.47301100025582,89.91002570694087,NÃO,7818.0,7780.0,Domínio aplicável = categorias substantivas de circulação; Saltado fica fora.
E01,Circulação da via,Domicílios,3509502002,V05002,Carros de passeio ou van,769.0,9.8362752622154,9.884318766066839,NÃO,7818.0,7780.0,Domínio aplicável = categorias substantivas de circulação; Saltado fica fora.
E01,Circulação da via,Domicílios,3509502002,V05003,"Pedestres, bicicletas e motocicletas",16.0,0.20465592223074958,0.2056555269922879,NÃO,7818.0,7780.0,Domínio aplicável = categorias substantivas de circulação; Saltado fica fora.
E01,Circulação da via,Domicílios,3509502002,V05004,Aquavia,0.0,0.0,0.0,NÃO,7818.0,7780.0,Domínio aplicável = categorias substantivas de circulação; Saltado fica fora.
E01,Circulação da via,Domicílios,3509502002,V05005,Saltado,38.0,0.4860578152980302,,SIM,7818.0,7780.0,Domínio aplicável = categorias substantivas de circulação; Saltado fica fora.
E01,Circulação da via,Moradores,3509502002,V05201,"Caminhão, ônibus",19376.0,90.0497281219501,90.4659632085162,NÃO,21517.0,21418.0,Domínio aplicável = categorias substantivas de circulação; Saltado fica fora.
E01,Circulação da via,Moradores,3509502002,V05202,Carros de passeio ou van,2000.0,9.294976065436632,9.337940050424876,NÃO,21517.0,21418.0,Domínio aplicável = categorias substantivas de circulação; Saltado fica fora.
E01,Circulação da via,Moradores,3509502002,V05203,"Pedestres, bicicletas e motocicletas",42.0,0.19519449737416927,0.1960967410589224,NÃO,21517.0,21418.0,Domínio aplicável = categorias substantivas de circulação; Saltado fica fora.
E01,Circulação da via,Moradores,3509502002,V05204,Aquavia,0.0,0.0,0.0,NÃO,21517.0,21418.0,Domínio aplicável = categorias substantivas de circulação; Saltado fica fora.
E01,Circulação da via,Moradores,3509502002,V05205,Saltado,99.0,0.4601013152391133,,SIM,21517.0,21418.0,Domínio aplicável = categorias substantivas de circulação; Saltado fica fora.
E01,Circulação da via,Faces,3509502002,V05401,"Caminhão, ônibus",1750.0,83.69201339072214,84.82792050412021,NÃO,2091.0,2063.0,Domínio aplicável = categorias substantivas de circulação; Saltado fica fora.
E01,Circulação da via,Faces,3509502002,V05402,Carros de passeio ou van,302.0,14.44285031085605,14.638875424139602,NÃO,2091.0,2063.0,Domínio aplicável = categorias substantivas de circulação; Saltado fica fora.
E01,Circulação da via,Faces,3509502002,V05403,"Pedestres, bicicletas e motocicletas",11.0,0.5260640841702534,0.5332040717401841,NÃO,2091.0,2063.0,Domínio aplicável = categorias substantivas de circulação; Saltado fica fora.
E01,Circulação da via,Faces,3509502002,V05404,Aquavia,0.0,0.0,0.0,NÃO,2091.0,2063.0,Domínio aplicável = categorias substantivas de circulação; Saltado fica fora.
E01,Circulação da via,Faces,3509502002,V05405,Saltado,28.0,1.3390722142515543,,SIM,2091.0,2063.0,Domínio aplicável = categorias substantivas de circulação; Saltado fica fora.
E02,Pavimentação,Domicílios,3509502002,V05006,Sim,6888.0,88.10437452033769,88.53470437017995,NÃO,7818.0,7780.0,Domínio aplicável = Sim + Não; Não declarado coincide com circulação Aquavia + Saltado.
E02,Pavimentação,Domicílios,3509502002,V05007,Não,892.0,11.409567664364289,11.465295629820051,NÃO,7818.0,7780.0,Domínio aplicável = Sim + Não; Não declarado coincide com circulação Aquavia + Saltado.
E02,Pavimentação,Domicílios,3509502002,V05008,Não declarado,38.0,0.4860578152980302,,SIM,7818.0,7780.0,Domínio aplicável = Sim + Não; Não declarado coincide com circulação Aquavia + Saltado.
E02,Pavimentação,Moradores,3509502002,V05206,Sim,18987.0,88.24185527722265,88.64973386870855,NÃO,21517.0,21418.0,Domínio aplicável = Sim + Não; Não declarado coincide com circulação Aquavia + Saltado.
E02,Pavimentação,Moradores,3509502002,V05207,Não,2431.0,11.298043407538225,11.350266131291436,NÃO,21517.0,21418.0,Domínio aplicável = Sim + Não; Não declarado coincide com circulação Aquavia + Saltado.
